7378.303643724696	15152.0	1	99.97604503533357

3364.0526315789507	6918.0	2	99.91661822045009

2005.5101214574913	4154.0	3	99.80886934740013

1313.4939271255062	2761.0	4	99.68865271768395

921.0202429149798	1962.0	5	99.5125179270134

661.1619433198379	1423.0	6	99.30324947036131

461.1902834008095	1003.0	7	99.09008745600428

318.3967611336033	722.0	8	98.8815020652432

208.1538461538462	496.0	9	98.40821911047618

126.95141700404864	319.0	10	97.69730511655617

58.109311740890675	168.0	11	96.66390651820019

30.319838056680155	95.0	12	94.52961796939917

11.085020242914984	48.0	13	90.89734356751205

4.591093117408908	33.0	14	85.92233214255467

2.34412955465587	28.0	15	80.26369968697583

7404.4008097166	15210.0	1	99.97613222745987

3341.8340080971684	6902.0	2	99.91639357843967

2004.574898785427	4163.0	3	99.82102898869898

1317.9311740890687	2760.0	4	99.68339681689015

912.7287449392712	1944.0	5	99.51042163641611

650.9149797570852	1400.0	6	99.31555982796364

463.96356275303657	1012.0	7	99.11546152437346

317.02429149797575	715.0	8	98.88454121432078

205.42105263157907	490.0	9	98.44624103913827

130.174089068826	335.0	10	97.74491205416413

66.19433198380567	183.0	11	96.8457291519664

25.58299595141699	86.0	12	94.34728829756274

11.20242914979757	46.0	13	90.56187728398487

4.619433198380569	34.0	14	85.85751411286078

2.1821862348178134	23.0	15	80.3274679960969

1.267206477732794	17.0	16	75.4044987908537

0.5263157894736844	14.0	17	70.76166643209987

0.3036437246963565	10.0	18	67.24382831308967

0.20647773279352227	7.0	19	63.83100302541116

0.12955465587044537	6.0	20	60.55999669837815

7378.303643724696	15152.0	1	99.97604503533357

3364.0526315789507	6918.0	2	99.91661822045009

2005.5101214574913	4154.0	3	99.80886934740013

1313.4939271255062	2761.0	4	99.68865271768395

921.0202429149798	1962.0	5	99.5125179270134

661.1619433198379	1423.0	6	99.30324947036131

461.1902834008095	1003.0	7	99.09008745600428

318.3967611336033	722.0	8	98.8815020652432

208.1538461538462	496.0	9	98.40821911047618

126.95141700404864	319.0	10	97.69730511655617

58.109311740890675	168.0	11	96.66390651820019

30.319838056680155	95.0	12	94.52961796939917

11.085020242914984	48.0	13	90.89734356751205

4.591093117408908	33.0	14	85.92233214255467

2.34412955465587	28.0	15	80.26369968697583

1.2874493927125514	19.0	16	75.84937065671731

0.7246963562753039	15.0	17	71.32874112585634

0.32793522267206493	10.0	18	67.42308552619079

0.2186234817813765	10.0	19	63.765689098418434

0.08097165991902837	4.0	20	60.58949975849478

