L,Selection,LSelection,Merge,LMerge,Heap,LHeap,Quick
5,12995.5486,19.0901
5,12997.1118,18.3238
5,13009.5180,17.9569
5,13144.2348,17.9431
5,13060.8354,18.3357
15,12997.6931,21.1089
15,13021.5133,28.8965
15,12995.7410,29.1977
15,12993.6445,21.0464
15,13034.7746,21.1082
25,13013.2796,25.7711
25,13073.4573,25.8264
25,13010.1514,25.6732
25,13025.4723,26.4243
25,12989.1586,25.7452
35,12992.7788,30.1435
35,12999.2754,30.2302
35,12988.4811,30.2770
35,
